"allid","fem","name","mn_pos_jp_fin","mn0_pos_jp_fin"
43024061,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","原子力防災担当大臣"
43024062,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
43024066,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","東京オリンピック・パラリンピック担当大臣"
43024071,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","国土強靱化担当大臣"
43024072,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","クールジャパン戦略担当大臣"
43024076,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","知的財産戦略担当大臣"
43024079,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","マイナンバー制度担当大臣"
43024082,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","こども政策担当大臣"
43024083,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","孤独・孤立対策担当大臣"
43024086,1,"小野 清子","消費者及び食品安全担当大臣
（食品安全担当大臣）","経済安全保障担当大臣"
43028003,1,"小野 清子","少子化対策担当大臣","総務大臣"
43028004,1,"小野 清子","少子化対策担当大臣","法務大臣"
43028005,1,"小野 清子","少子化対策担当大臣","外務大臣"
43028007,1,"小野 清子","少子化対策担当大臣","文部科学大臣"
43028008,1,"小野 清子","少子化対策担当大臣","厚生労働大臣"
43028011,1,"小野 清子","少子化対策担当大臣","国土交通大臣"
43028012,1,"小野 清子","少子化対策担当大臣","環境大臣"
43028013,1,"小野 清子","少子化対策担当大臣","防衛大臣（防衛庁長官）"
43028015,1,"小野 清子","少子化対策担当大臣","防災担当大臣"
43028016,1,"小野 清子","少子化対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
43028017,1,"小野 清子","少子化対策担当大臣","沖縄及び北方対策担当大臣"
43028019,1,"小野 清子","少子化対策担当大臣","経済財政政策担当大臣"
43028020,1,"小野 清子","少子化対策担当大臣","科学技術政策担当大臣"
43028021,1,"小野 清子","少子化対策担当大臣","規制改革担当大臣"
43028022,1,"小野 清子","少子化対策担当大臣","男女共同参画担当大臣"
43028029,1,"小野 清子","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
43028039,1,"小野 清子","少子化対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
43028040,1,"小野 清子","少子化対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
43028043,1,"小野 清子","少子化対策担当大臣","海洋政策担当大臣"
43028044,1,"小野 清子","少子化対策担当大臣","拉致問題担当大臣"
43028045,1,"小野 清子","少子化対策担当大臣","再チャレンジ担当大臣"
43028048,1,"小野 清子","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
43028061,1,"小野 清子","少子化対策担当大臣","原子力防災担当大臣"
43028062,1,"小野 清子","少子化対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
43028066,1,"小野 清子","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
43028071,1,"小野 清子","少子化対策担当大臣","国土強靱化担当大臣"
43028072,1,"小野 清子","少子化対策担当大臣","クールジャパン戦略担当大臣"
43028076,1,"小野 清子","少子化対策担当大臣","知的財産戦略担当大臣"
43028079,1,"小野 清子","少子化対策担当大臣","マイナンバー制度担当大臣"
43028082,1,"小野 清子","少子化対策担当大臣","こども政策担当大臣"
43028083,1,"小野 清子","少子化対策担当大臣","孤独・孤立対策担当大臣"
43028086,1,"小野 清子","少子化対策担当大臣","経済安全保障担当大臣"
47004003,1,"南野 知惠子","法務大臣","総務大臣"
47004005,1,"南野 知惠子","法務大臣","外務大臣"
47004007,1,"南野 知惠子","法務大臣","文部科学大臣"
47004008,1,"南野 知惠子","法務大臣","厚生労働大臣"
47004011,1,"南野 知惠子","法務大臣","国土交通大臣"
47004012,1,"南野 知惠子","法務大臣","環境大臣"
47004013,1,"南野 知惠子","法務大臣","防衛大臣（防衛庁長官）"
47004014,1,"南野 知惠子","法務大臣","国家公安委員会委員長"
47004015,1,"南野 知惠子","法務大臣","防災担当大臣"
47004016,1,"南野 知惠子","法務大臣","行政改革担当大臣
（行政刷新担当大臣）"
47004017,1,"南野 知惠子","法務大臣","沖縄及び北方対策担当大臣"
47004019,1,"南野 知惠子","法務大臣","経済財政政策担当大臣"
47004020,1,"南野 知惠子","法務大臣","科学技術政策担当大臣"
47004021,1,"南野 知惠子","法務大臣","規制改革担当大臣"
47004022,1,"南野 知惠子","法務大臣","男女共同参画担当大臣"
47004024,1,"南野 知惠子","法務大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
47004029,1,"南野 知惠子","法務大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
47004039,1,"南野 知惠子","法務大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
47004040,1,"南野 知惠子","法務大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
47004043,1,"南野 知惠子","法務大臣","海洋政策担当大臣"
47004044,1,"南野 知惠子","法務大臣","拉致問題担当大臣"
47004045,1,"南野 知惠子","法務大臣","再チャレンジ担当大臣"
47004048,1,"南野 知惠子","法務大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
47004061,1,"南野 知惠子","法務大臣","原子力防災担当大臣"
47004062,1,"南野 知惠子","法務大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
47004066,1,"南野 知惠子","法務大臣","東京オリンピック・パラリンピック担当大臣"
47004071,1,"南野 知惠子","法務大臣","国土強靱化担当大臣"
47004072,1,"南野 知惠子","法務大臣","クールジャパン戦略担当大臣"
47004076,1,"南野 知惠子","法務大臣","知的財産戦略担当大臣"
47004079,1,"南野 知惠子","法務大臣","マイナンバー制度担当大臣"
47004082,1,"南野 知惠子","法務大臣","こども政策担当大臣"
47004083,1,"南野 知惠子","法務大臣","孤独・孤立対策担当大臣"
47004086,1,"南野 知惠子","法務大臣","経済安全保障担当大臣"
47028003,1,"南野 知惠子","少子化対策担当大臣","総務大臣"
47028005,1,"南野 知惠子","少子化対策担当大臣","外務大臣"
47028007,1,"南野 知惠子","少子化対策担当大臣","文部科学大臣"
47028008,1,"南野 知惠子","少子化対策担当大臣","厚生労働大臣"
47028011,1,"南野 知惠子","少子化対策担当大臣","国土交通大臣"
47028012,1,"南野 知惠子","少子化対策担当大臣","環境大臣"
47028013,1,"南野 知惠子","少子化対策担当大臣","防衛大臣（防衛庁長官）"
47028014,1,"南野 知惠子","少子化対策担当大臣","国家公安委員会委員長"
47028015,1,"南野 知惠子","少子化対策担当大臣","防災担当大臣"
47028016,1,"南野 知惠子","少子化対策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
47028017,1,"南野 知惠子","少子化対策担当大臣","沖縄及び北方対策担当大臣"
47028019,1,"南野 知惠子","少子化対策担当大臣","経済財政政策担当大臣"
47028020,1,"南野 知惠子","少子化対策担当大臣","科学技術政策担当大臣"
47028021,1,"南野 知惠子","少子化対策担当大臣","規制改革担当大臣"
47028022,1,"南野 知惠子","少子化対策担当大臣","男女共同参画担当大臣"
47028024,1,"南野 知惠子","少子化対策担当大臣","消費者及び食品安全担当大臣
（食品安全担当大臣）"
47028029,1,"南野 知惠子","少子化対策担当大臣","デジタル大臣
（情報通信技術（IT）政策担当大臣）"
47028039,1,"南野 知惠子","少子化対策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
47028040,1,"南野 知惠子","少子化対策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
47028043,1,"南野 知惠子","少子化対策担当大臣","海洋政策担当大臣"
47028044,1,"南野 知惠子","少子化対策担当大臣","拉致問題担当大臣"
47028045,1,"南野 知惠子","少子化対策担当大臣","再チャレンジ担当大臣"
47028048,1,"南野 知惠子","少子化対策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
47028061,1,"南野 知惠子","少子化対策担当大臣","原子力防災担当大臣"
47028062,1,"南野 知惠子","少子化対策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
47028066,1,"南野 知惠子","少子化対策担当大臣","東京オリンピック・パラリンピック担当大臣"
47028071,1,"南野 知惠子","少子化対策担当大臣","国土強靱化担当大臣"
47028072,1,"南野 知惠子","少子化対策担当大臣","クールジャパン戦略担当大臣"
47028076,1,"南野 知惠子","少子化対策担当大臣","知的財産戦略担当大臣"
47028079,1,"南野 知惠子","少子化対策担当大臣","マイナンバー制度担当大臣"
47028082,1,"南野 知惠子","少子化対策担当大臣","こども政策担当大臣"
47028083,1,"南野 知惠子","少子化対策担当大臣","孤独・孤立対策担当大臣"
47028086,1,"南野 知惠子","少子化対策担当大臣","経済安全保障担当大臣"
56020003,1,"猪口 邦子","科学技術政策担当大臣","総務大臣"
56020004,1,"猪口 邦子","科学技術政策担当大臣","法務大臣"
56020005,1,"猪口 邦子","科学技術政策担当大臣","外務大臣"
56020007,1,"猪口 邦子","科学技術政策担当大臣","文部科学大臣"
56020008,1,"猪口 邦子","科学技術政策担当大臣","厚生労働大臣"
56020011,1,"猪口 邦子","科学技術政策担当大臣","国土交通大臣"
56020012,1,"猪口 邦子","科学技術政策担当大臣","環境大臣"
56020013,1,"猪口 邦子","科学技術政策担当大臣","防衛大臣（防衛庁長官）"
56020014,1,"猪口 邦子","科学技術政策担当大臣","国家公安委員会委員長"
56020015,1,"猪口 邦子","科学技術政策担当大臣","防災担当大臣"
56020016,1,"猪口 邦子","科学技術政策担当大臣","行政改革担当大臣
（行政刷新担当大臣）"
56020017,1,"猪口 邦子","科学技術政策担当大臣","沖縄及び北方対策担当大臣"
56020019,1,"猪口 邦子","科学技術政策担当大臣","経済財政政策担当大臣"
56020021,1,"猪口 邦子","科学技術政策担当大臣","規制改革担当大臣"
56020039,1,"猪口 邦子","科学技術政策担当大臣","国家公務員制度担当大臣
（公務員制度改革担当大臣）"
56020040,1,"猪口 邦子","科学技術政策担当大臣","地方創生担当大臣
（地方分権改革／地域主権推進担当大臣）"
56020043,1,"猪口 邦子","科学技術政策担当大臣","海洋政策担当大臣"
56020044,1,"猪口 邦子","科学技術政策担当大臣","拉致問題担当大臣"
56020045,1,"猪口 邦子","科学技術政策担当大臣","再チャレンジ担当大臣"
56020048,1,"猪口 邦子","科学技術政策担当大臣","宇宙政策担当大臣
（宇宙開発担当大臣）"
56020061,1,"猪口 邦子","科学技術政策担当大臣","原子力防災担当大臣"
56020062,1,"猪口 邦子","科学技術政策担当大臣","女性活躍担当大臣
（女性活力・子育て支援担当大臣）"
